Indic Sentence,English Sentence,cleaned_english_text,cleaned_bengali_text,token_english,token_bengali,POS_Tags_eng,POS_Tags_ben,NER_eng,NER_ben,stem_eng,stem_ben
করিল না শুধু একজন।,Not just one.,not just one,করিল না শুধু একজন,"['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']","[('not', 'RB'), ('just', 'JJ'), ('one', 'NN')]","[('করিল', 'VM'), ('না', 'CX'), ('শুধু', 'AMN'), ('একজন', 'JQ')]","[('not', 'RB'), ('just', 'RB'), ('one', 'CD')]","[('করিল', 'O'), ('না', 'O'), ('শুধু', 'O'), ('একজন', 'O')]","['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']"
করিল না শুধু একজন।,Not just one.,not just one,করিল না শুধু একজন,"['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']","[('not', 'RB'), ('just', 'JJ'), ('one', 'NN')]","[('করিল', 'VM'), ('না', 'CX'), ('শুধু', 'AMN'), ('একজন', 'JQ')]","[('not', 'RB'), ('just', 'RB'), ('one', 'CD')]","[('করিল', 'O'), ('না', 'O'), ('শুধু', 'O'), ('একজন', 'O')]","['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']"
করিল না শুধু একজন।,Not just one.,not just one,করিল না শুধু একজন,"['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']","[('not', 'RB'), ('just', 'JJ'), ('one', 'NN')]","[('করিল', 'VM'), ('না', 'CX'), ('শুধু', 'AMN'), ('একজন', 'JQ')]","[('not', 'RB'), ('just', 'RB'), ('one', 'CD')]","[('করিল', 'O'), ('না', 'O'), ('শুধু', 'O'), ('একজন', 'O')]","['not', 'just', 'one']","['করিল', 'না', 'শুধু', 'একজন']"
সেই খারাপ লাগা।,That’s bad.,thats bad,সেই খারাপ লাগা,"['thats', 'bad']","['সেই', 'খারাপ', 'লাগা']","[('thats', 'NN'), ('bad', 'NN')]","[('সেই', 'DAB'), ('খারাপ', 'JJ'), ('লাগা', 'NV')]","[('thats', 'NNS'), ('bad', 'JJ')]","[('সেই', 'O'), ('খারাপ', 'O'), ('লাগা', 'O')]","['that', 'bad']","['সেই', 'খারাপ', 'লাগা']"
সেই খারাপ লাগা।,That’s bad.,thats bad,সেই খারাপ লাগা,"['thats', 'bad']","['সেই', 'খারাপ', 'লাগা']","[('thats', 'NN'), ('bad', 'NN')]","[('সেই', 'DAB'), ('খারাপ', 'JJ'), ('লাগা', 'NV')]","[('thats', 'NNS'), ('bad', 'JJ')]","[('সেই', 'O'), ('খারাপ', 'O'), ('লাগা', 'O')]","['that', 'bad']","['সেই', 'খারাপ', 'লাগা']"
সেই খারাপ লাগা।,That’s bad.,thats bad,সেই খারাপ লাগা,"['thats', 'bad']","['সেই', 'খারাপ', 'লাগা']","[('thats', 'NN'), ('bad', 'NN')]","[('সেই', 'DAB'), ('খারাপ', 'JJ'), ('লাগা', 'NV')]","[('thats', 'NNS'), ('bad', 'JJ')]","[('সেই', 'O'), ('খারাপ', 'O'), ('লাগা', 'O')]","['that', 'bad']","['সেই', 'খারাপ', 'লাগা']"
"উত্তর জার্মানির শ্লেসভিগ-হোলস্টাইন রাজ্য থেকে এক প্রত্যক্ষদর্শী অস্ট্রিয়ার গাহব্যার্গ পর্যবেক্ষণ কেন্দ্রকে ‘সবুজ লেজওয়ালা এক উজ্জ্বল বস্তুকে পশ্চিম থেকে পূর্বের দিকে ছুটে যেতে’ দেখার কথা জানিয়েছেন৷ তিনি বলেন, ‘‘আগুনের গোলার চেয়ে তার লেজ ছিল ৩-৪ গুণ বড় এবং সেটা থেকে ছোট ছোট জিনিস ছড়িয়ে পড়ছিল৷’’
","""From Schleswig-Holstein state in northern Germany, another witness told the Gahberg observatory in Austria: """"Sighting of a bright object with a green tail flying from west to east.""
",from schleswigholstein state in northern germany another witness told the gahberg observatory in austria sighting of a bright object with a green tail flying from west to east,উত্তর জার্মানির শ্লেসভিগহোলস্টাইন রাজ্য থেকে এক প্রত্যক্ষদর্শী অস্ট্রিয়ার গাহব্যার্গ পর্যবেক্ষণ কেন্দ্রকে সবুজ লেজওয়ালা এক উজ্জ্বল বস্তুকে পশ্চিম থেকে পূর্বের দিকে ছুটে যেতে দেখার কথা জানিয়েছেন৷ তিনি বলেন আগুনের গোলার চেয়ে তার লেজ ছিল ৩৪ গুণ বড় এবং সেটা থেকে ছোট ছোট জিনিস ছড়িয়ে পড়ছিল৷,"['from', 'schleswigholstein', 'state', 'northern', 'germany', 'another', 'witness', 'told', 'gahberg', 'observatory', 'austria', 'sighting', 'a', 'bright', 'object', 'a', 'green', 'tail', 'flying', 'from', 'west', 'east']","['উত্তর', 'জার্মানির', 'শ্লেসভিগহোলস্টাইন', 'রাজ্য', 'থেকে', 'প্রত্যক্ষদর্শী', 'অস্ট্রিয়ার', 'গাহব্যার্গ', 'পর্যবেক্ষণ', 'কেন্দ্রকে', 'সবুজ', 'লেজওয়ালা', 'উজ্জ্বল', 'বস্তুকে', 'পশ্চিম', 'থেকে', 'পূর্বের', 'দিকে', 'ছুটে', 'যেতে', 'দেখার', 'কথা', 'জানিয়েছেন৷', 'তিনি', 'বলেন', 'আগুনের', 'গোলার', 'চেয়ে', 'তার', 'লেজ', 'ছিল', '৩৪', 'গুণ', 'বড়', 'সেটা', 'থেকে', 'ছোট', 'ছোট', 'জিনিস', 'ছড়িয়ে', 'পড়ছিল৷']","[('from', 'NN'), ('schleswigholstein', 'VBZ'), ('state', 'NNS'), ('in', 'VBP'), ('northern', 'JJ'), ('germany', 'NN'), ('another', 'DT'), ('witness', 'NN'), ('told', 'NN'), ('the', 'NN'), ('gahberg', 'NN'), ('observatory', 'MD'), ('in', 'VB'), ('austria', 'DT'), ('sighting', 'NNS'), ('of', 'VBP'), ('a', 'DT'), ('bright', 'NN'), ('object', 'MD'), ('with', 'VB'), ('a', 'DT'), ('green', 'JJ'), ('tail', 'NN'), ('flying', 'IN'), ('from', 'JJ'), ('west', 'NN'), ('to', 'NN'), ('east', 'NN')]","[('উত্তর', 'JJ'), ('জার্মানির', 'NC'), ('শ্লেসভিগহোলস্টাইন', 'NC'), ('রাজ্য', 'NC'), ('থেকে', 'PP'), ('এক', 'JQ'), ('প্রত্যক্ষদর্শী', 'JJ'), ('অস্ট্রিয়ার', 'NC'), ('গাহব্যার্গ', 'NC'), ('পর্যবেক্ষণ', 'NC'), ('কেন্দ্রকে', 'PWH'), ('সবুজ', 'JJ'), ('লেজওয়ালা', 'NC'), ('এক', 'JQ'), ('উজ্জ্বল', 'JJ'), ('বস্তুকে', 'NC'), ('পশ্চিম', 'NC'), ('থেকে', 'PP'), ('পূর্বের', 'NP'), ('দিকে', 'NC'), ('ছুটে', 'VM'), ('যেতে', 'VAUX'), ('দেখার', 'NV'), ('কথা', 'NC'), ('জানিয়েছেন৷', 'VM'), ('তিনি', 'PPR'), ('বলেন', 'VM'), ('আগুনের', 'NP'), ('গোলার', 'NP'), ('চেয়ে', 'PP'), ('তার', 'PPR'), ('লেজ', 'NC'), ('ছিল', 'VM'), ('৩৪', 'RDF'), ('গুণ', 'NC'), ('বড়', 'JJ'), ('এবং', 'CCD'), ('সেটা', 'PPR'), ('থেকে', 'PP'), ('ছোট', 'JJ'), ('ছোট', 'JJ'), ('জিনিস', 'NC'), ('ছড়িয়ে', 'VM'), ('পড়ছিল৷', 'PU')]","[('from', 'IN'), ('schleswigholstein', 'JJ'), ('state', 'NN'), ('northern', 'JJ'), ('germany', 'NN'), ('another', 'DT'), ('witness', 'NN'), ('told', 'VBD'), ('gahberg', 'JJ'), ('observatory', 'NN'), ('austria', 'NNS'), ('sighting', 'VBG'), ('a', 'DT'), ('bright', 'JJ'), ('object', 'NN'), ('a', 'DT'), ('green', 'JJ'), ('tail', 'NN'), ('flying', 'VBG'), ('from', 'IN'), ('west', 'JJS'), ('east', 'NN')]","[('উত্তর', 'B-LOC'), ('জার্মানির', 'E-LOC'), ('শ্লেসভিগহোলস্টাইন', 'B-LOC'), ('রাজ্য', 'E-LOC'), ('থেকে', 'O'), ('এক', 'O'), ('প্রত্যক্ষদর্শী', 'O'), ('অস্ট্রিয়ার', 'O'), ('গাহব্যার্গ', 'O'), ('পর্যবেক্ষণ', 'O'), ('কেন্দ্রকে', 'O'), ('সবুজ', 'O'), ('লেজওয়ালা', 'O'), ('এক', 'O'), ('উজ্জ্বল', 'O'), ('বস্তুকে', 'O'), ('পশ্চিম', 'O'), ('থেকে', 'O'), ('পূর্বের', 'O'), ('দিকে', 'O'), ('ছুটে', 'O'), ('যেতে', 'O'), ('দেখার', 'O'), ('কথা', 'O'), ('জানিয়েছেন৷', 'O'), ('তিনি', 'S-PER'), ('বলেন', 'O'), ('আগুনের', 'O'), ('গোলার', 'O'), ('চেয়ে', 'O'), ('তার', 'O'), ('লেজ', 'O'), ('ছিল', 'O'), ('৩৪', 'O'), ('গুণ', 'O'), ('বড়', 'O'), ('এবং', 'O'), ('সেটা', 'O'), ('থেকে', 'O'), ('ছোট', 'O'), ('ছোট', 'O'), ('জিনিস', 'O'), ('ছড়িয়ে', 'O'), ('পড়ছিল৷', 'O')]","['from', 'schleswigholstein', 'state', 'northern', 'germany', 'anoth', 'witne', 'told', 'gahberg', 'observatory', 'austria', 'sight', 'a', 'bright', 'object', 'a', 'green', 'tail', 'f', 'from', 'w', 'east']","['উত্ত', 'জার্মানি', 'শ্লেসভিগহোলস্টাইন', 'রাজ্য', 'থেক', 'প্রত্যক্ষদর্শী', 'অস্ট্রিয়া', 'গাহব্যার্গ', 'পর্যবেক্ষণ', 'কেন্দ্রক', 'সবুজ', 'লেজওয়ালা', 'উজ্জ্বল', 'বস্তুক', 'পশ্চিম', 'থেক', 'পূর্ব', 'দিক', 'ছুট', 'যেত', 'দেখা', 'কথা', 'জানিয়েছেন৷', 'তিনি', 'বলেন', 'আগুন', 'গোলা', 'চেয়', 'তা', 'লেজ', 'ছিল', '৩৪', 'গুণ', 'বড়', 'সেটা', 'থেক', 'ছোট', 'ছোট', 'জিনিস', 'ছড়িয়', 'পড়ছিল৷']"
"ইউরোপীয় সহযোগীরা একমত নয়
","European allies not in agreement
",european allies not in agreement,ইউরোপীয় সহযোগীরা একমত নয়,"['european', 'allies', 'not', 'agreement']","['ইউরোপীয়', 'সহযোগীরা', 'একমত', 'নয়']","[('european', 'RB'), ('allies', 'DT'), ('not', 'JJ'), ('in', 'NNS'), ('agreement', 'DT')]","[('ইউরোপীয়', 'JJ'), ('সহযোগীরা', 'NC'), ('একমত', 'AMN'), ('নয়', 'VM')]","[('european', 'JJ'), ('allies', 'NNS'), ('not', 'RB'), ('agreement', 'NN')]","[('ইউরোপীয়', 'O'), ('সহযোগীরা', 'O'), ('একমত', 'O'), ('নয়', 'O')]","['european', 'allie', 'not', 'agreeme']","['ইউরোপীয়', 'সহযোগী', 'একমত', 'নয়']"
ইন্ডিয়া আর ভারত।,India and Indonesia.,india and indonesia,ইন্ডিয়া আর ভারত,"['india', 'indonesia']","['ইন্ডিয়া', 'ভারত']","[('india', 'IN'), ('and', 'DT'), ('indonesia', 'NN')]","[('ইন্ডিয়া', 'NP'), ('আর', 'CCD'), ('ভারত', 'NP')]","[('india', 'NN'), ('indonesia', 'NN')]","[('ইন্ডিয়া', 'S-LOC'), ('আর', 'O'), ('ভারত', 'S-LOC')]","['india', 'indonesia']","['ইন্ডিয়া', 'ভারত']"
"সুতরাং, আপনি যদি আপনার স্নাতক প্রোগ্রামে (undergraduate program) যোগদানের দিনে একটি বৈজ্ঞানিক ক্যালকুলেটর (calculator) কেনেন এবং আপনি এটিতে একটি নতুন ডবল এ (AA) ব্যাটারি (battery) রাখেন, যদি সবকিছু ঠিক থাকে এবং আপনি জানেন এটি লিক (leak) না হয় বা অন্যান্য সমস্যাগুলি ঘটে না সম্ভাবনা থাকে যে যখন আপনি স্নাতক হন তখন ব্যাটারিটি শেষ হয় এবং আপনি নিজের ক্যারিয়ারের (career) সাথে চলতে থাকেন।","So, if you buy a scientific calculator on the day that you join your undergraduate program and you put a fresh double a battery in it, if everything works fine and you know it, it doesnít leak or other problems donít happen to happen with the battery chances are when you graduate you will run out of the battery and you can move on with your career.",so if you buy a scientific calculator on the day that you join your undergraduate program and you put a fresh double a battery in it if everything works fine and you know it it doesnt leak or other problems dont happen to happen with the battery chances are when you graduate you will run out of the battery and you can move on with your career,সুতরাং আপনি যদি আপনার স্নাতক প্রোগ্রামে যোগদানের দিনে একটি বৈজ্ঞানিক ক্যালকুলেটর কেনেন এবং আপনি এটিতে একটি নতুন ডবল এ ব্যাটারি রাখেন যদি সবকিছু ঠিক থাকে এবং আপনি জানেন এটি লিক না হয় বা অন্যান্য সমস্যাগুলি ঘটে না সম্ভাবনা থাকে যে যখন আপনি স্নাতক হন তখন ব্যাটারিটি শেষ হয় এবং আপনি নিজের ক্যারিয়ারের সাথে চলতে থাকেন,"['so', 'if', 'buy', 'a', 'scientific', 'calculator', 'day', 'join', 'undergraduate', 'program', 'put', 'a', 'fresh', 'double', 'a', 'battery', 'if', 'everything', 'works', 'fine', 'know', 'doesnt', 'leak', 'or', 'other', 'problems', 'dont', 'happen', 'happen', 'battery', 'chances', 'when', 'graduate', 'will', 'run', 'out', 'battery', 'can', 'move', 'career']","['সুতরাং', 'যদি', 'স্নাতক', 'প্রোগ্রামে', 'যোগদানের', 'দিনে', 'বৈজ্ঞানিক', 'ক্যালকুলেটর', 'কেনেন', 'এটিতে', 'নতুন', 'ডবল', 'ব্যাটারি', 'রাখেন', 'যদি', 'সবকিছু', 'ঠিক', 'থাকে', 'জানেন', 'লিক', 'না', 'হয়', 'বা', 'অন্যান্য', 'সমস্যাগুলি', 'ঘটে', 'না', 'সম্ভাবনা', 'থাকে', 'যে', 'যখন', 'স্নাতক', 'হন', 'তখন', 'ব্যাটারিটি', 'শেষ', 'হয়', 'নিজের', 'ক্যারিয়ারের', 'সাথে', 'চলতে', 'থাকেন']","[('so', 'NNS'), ('if', 'VBP'), ('you', 'JJ'), ('buy', 'NN'), ('a', 'DT'), ('scientific', 'NNS'), ('calculator', 'JJ'), ('on', 'NN'), ('the', 'NN'), ('day', 'NN'), ('that', 'NN'), ('you', 'NN'), ('join', 'NN'), ('your', 'NN'), ('undergraduate', 'MD'), ('program', 'VB'), ('and', 'DT'), ('you', 'JJ'), ('put', 'NN'), ('a', 'DT'), ('fresh', 'NN'), ('double', 'VBD'), ('a', 'DT'), ('battery', 'NN'), ('in', 'NNS'), ('it', 'VBP'), ('if', 'JJ'), ('everything', 'NN'), ('works', 'NN'), ('fine', 'IN'), ('and', 'DT'), ('you', 'JJ'), ('know', 'NN'), ('it', 'NNS'), ('it', 'VBP'), ('doesnt', 'JJ'), ('leak', 'NN'), ('or', 'IN'), ('other', 'NN'), ('problems', 'NN'), ('dont', 'VBD'), ('happen', 'JJ'), ('to', 'NN'), ('happen', 'JJ'), ('with', 'NN'), ('the', 'NN'), ('battery', 'MD'), ('chances', 'VB'), ('are', 'DT'), ('when', 'NN'), ('you', 'NN'), ('graduate', 'NN'), ('you', 'NN'), ('will', 'NN'), ('run', 'NN'), ('out', 'IN'), ('of', 'NN'), ('the', 'NN'), ('battery', 'VBD'), ('and', 'DT'), ('you', 'JJ'), ('can', 'NN'), ('move', 'NN'), ('on', 'MD'), ('with', 'VB'), ('your', 'JJ'), ('career', 'NN')]","[('সুতরাং', 'CSB'), ('আপনি', 'PPR'), ('যদি', 'CSB'), ('আপনার', 'PPR'), ('স্নাতক', 'JJ'), ('প্রোগ্রামে', 'NC'), ('যোগদানের', 'NC'), ('দিনে', 'NC'), ('একটি', 'JQ'), ('বৈজ্ঞানিক', 'JJ'), ('ক্যালকুলেটর', 'NC'), ('কেনেন', 'VM'), ('এবং', 'CCD'), ('আপনি', 'PPR'), ('এটিতে', 'PPR'), ('একটি', 'JQ'), ('নতুন', 'JJ'), ('ডবল', 'NC'), ('এ', 'DAB'), ('ব্যাটারি', 'NC'), ('রাখেন', 'VM'), ('যদি', 'CSB'), ('সবকিছু', 'JQ'), ('ঠিক', 'JJ'), ('থাকে', 'VM'), ('এবং', 'CCD'), ('আপনি', 'PPR'), ('জানেন', 'VM'), ('এটি', 'PPR'), ('লিক', 'JJ'), ('না', 'CX'), ('হয়', 'VM'), ('বা', 'CCD'), ('অন্যান্য', 'JJ'), ('সমস্যাগুলি', 'NC'), ('ঘটে', 'VM'), ('না', 'CX'), ('সম্ভাবনা', 'NC'), ('থাকে', 'VM'), ('যে', 'CSB'), ('যখন', 'ALC'), ('আপনি', 'PPR'), ('স্নাতক', 'JJ'), ('হন', 'VM'), ('তখন', 'ALC'), ('ব্যাটারিটি', 'NC'), ('শেষ', 'NST'), ('হয়', 'VM'), ('এবং', 'CCD'), ('আপনি', 'PPR'), ('নিজের', 'PRF'), ('ক্যারিয়ারের', 'NC'), ('সাথে', 'NC'), ('চলতে', 'VM'), ('থাকেন', 'VAUX')]","[('so', 'RB'), ('if', 'IN'), ('buy', 'VB'), ('a', 'DT'), ('scientific', 'JJ'), ('calculator', 'NN'), ('day', 'NN'), ('join', 'VB'), ('undergraduate', 'JJ'), ('program', 'NN'), ('put', 'VBD'), ('a', 'DT'), ('fresh', 'JJ'), ('double', 'NN'), ('a', 'DT'), ('battery', 'NN'), ('if', 'IN'), ('everything', 'NN'), ('works', 'VBZ'), ('fine', 'JJ'), ('know', 'VBP'), ('doesnt', 'JJ'), ('leak', 'NN'), ('or', 'CC'), ('other', 'JJ'), ('problems', 'NNS'), ('dont', 'VBP'), ('happen', 'VB'), ('happen', 'VB'), ('battery', 'NN'), ('chances', 'NNS'), ('when', 'WRB'), ('graduate', 'NN'), ('will', 'MD'), ('run', 'VB'), ('out', 'RP'), ('battery', 'NN'), ('can', 'MD'), ('move', 'VB'), ('career', 'NN')]","[('সুতরাং', 'O'), ('আপনি', 'S-PER'), ('যদি', 'O'), ('আপনার', 'S-PER'), ('স্নাতক', 'O'), ('প্রোগ্রামে', 'O'), ('যোগদানের', 'O'), ('দিনে', 'O'), ('একটি', 'O'), ('বৈজ্ঞানিক', 'O'), ('ক্যালকুলেটর', 'O'), ('কেনেন', 'O'), ('এবং', 'O'), ('আপনি', 'S-PER'), ('এটিতে', 'O'), ('একটি', 'O'), ('নতুন', 'O'), ('ডবল', 'O'), ('এ', 'O'), ('ব্যাটারি', 'O'), ('রাখেন', 'O'), ('যদি', 'O'), ('সবকিছু', 'O'), ('ঠিক', 'O'), ('থাকে', 'O'), ('এবং', 'O'), ('আপনি', 'S-PER'), ('জানেন', 'O'), ('এটি', 'O'), ('লিক', 'O'), ('না', 'O'), ('হয়', 'O'), ('বা', 'O'), ('অন্যান্য', 'O'), ('সমস্যাগুলি', 'O'), ('ঘটে', 'O'), ('না', 'O'), ('সম্ভাবনা', 'O'), ('থাকে', 'O'), ('যে', 'O'), ('যখন', 'O'), ('আপনি', 'S-PER'), ('স্নাতক', 'O'), ('হন', 'O'), ('তখন', 'O'), ('ব্যাটারিটি', 'O'), ('শেষ', 'O'), ('হয়', 'O'), ('এবং', 'O'), ('আপনি', 'S-PER'), ('নিজের', 'S-PER'), ('ক্যারিয়ারের', 'O'), ('সাথে', 'O'), ('চলতে', 'O'), ('থাকেন', 'O')]","['so', 'if', 'buy', 'a', 'scientific', 'calculator', 'day', 'join', 'undergraduate', 'program', 'put', 'a', 'fresh', 'double', 'a', 'battery', 'if', 'everyth', 'work', 'fine', 'know', 'does', 'leak', 'or', 'oth', 'problem', 'do', 'happen', 'happen', 'battery', 'chance', 'when', 'graduate', 'will', 'run', 'out', 'battery', 'can', 'move', 'care']","['সুতরাং', 'যদি', 'স্নাতক', 'প্রোগ্রাম', 'যোগদান', 'দিন', 'বৈজ্ঞানিক', 'ক্যালকুলেট', 'কেনেন', 'এটিত', 'নতুন', 'ডবল', 'ব্যাটারি', 'রাখেন', 'যদি', 'সবকিছু', 'ঠিক', 'থাক', 'জানেন', 'লিক', 'না', 'হয়', 'বা', 'অন্যান্য', 'সমস্যাগুলি', 'ঘট', 'না', 'সম্ভাবনা', 'থাক', 'য', 'যখন', 'স্নাতক', 'হন', 'তখন', 'ব্যাটারিটি', 'শেষ', 'হয়', 'নিজ', 'ক্যারিয়া', 'সাথ', 'চলত', 'থাকেন']"
